lemma	wordform	tags	checked
śir	śirλ	N;PSS3S;NOM;SG	FALSE
śiśke	śiśken	N;PSS2S;NOM;SG	FALSE
śiśke	śiśket	N;PL;NOM	FALSE
śiśki-śew-śew	śiśki-śew-śew	INTJ	FALSE
śiśki-śew-śew-śew	śiśki-śew-śew-śew	INTJ	FALSE
śiśki	śiśkijən	N;LOC;SG	FALSE
śiśki	śiśkileŋkeλ	N;PSS3S;NOM;SG	FALSE
śiśki	śiśkileŋki	N;NOM;SG	FALSE
sistam	sistama	ADJ	FALSE
śit	śit	ADJ	FALSE
śit	śit	PRO;NOM;SG	FALSE
śita	śita	ADJ	FALSE
šitam	šitam	ADJ	FALSE
	šitama		FALSE
śitλən	śitaλən	ADV	FALSE
	śiten		FALSE
	śitew		FALSE
śit	śitew	PRO;ARGNO1;ARGNOP;NOM;SG	FALSE
śit	śiteλ	ADJ;DAT	FALSE
šitəm	šitəm	ADJ	FALSE
śit	śitəŋ	ADJ;ADJ	FALSE
śit	śitət	PRO;PL;NOM	FALSE
śit	śitəλ	ADJ;PSS3S	FALSE
śit	śitəλ	PRO;PSS3S;NOM;SG	FALSE
śitəλ pata	śitəλ pata	ADV	FALSE
śit	śitəλən	PRO;PSS3S;LOC;SG	FALSE
śitəλən	śitəλən	ADV	FALSE
śit	śitɛm	ADJ;PSS1S	FALSE
śitɛmən	śitɛmən	ADV	FALSE
śiti	śiti	ADJ	FALSE
śiti	śiti	ADV	FALSE
śit	śitijeλ	N;PSS3P;NOM;SG	FALSE
śitpăta	śitpăta	PRO;NOM;SG	FALSE
śit	śitλ	PRO;PSS3S;NOM;SG	FALSE
	śitλaλ		FALSE
	śitλe	ADJ	FALSE
śit	śitλən	PRO;PSS3S;LOC;SG	FALSE
śitλən	śitλən	ADV	FALSE
śiw	siw	ADV	FALSE
śiw	śiw	ADV	FALSE
	siw keλλaλ		FALSE
šiwaλə+dial.var.	šiwatəs	V;PST;ARGNO3;ARGNOS	FALSE
šiwaλ	šiwaλəmaλ	V;PST;INFER;ARGNO3;ARGNOS	FALSE
šiwaλɛma	šiwaλəmaλ	V;PRS;ARGNO3;ARGNOS	FALSE
	šiwaλəmaλən		FALSE
šiwaλəti	šiwaλəs	V;PST;ARGNO3;ARGNOS	FALSE
šiwaλəti	šiwaλəsen	V;PST;ARGNO2;ARGNOS	FALSE
šiwaλəti	šiwaλəseλ	V;PST;ARGNO3;ARGNOP	FALSE
šiwaλəti	šiwaλəsəm	V;PST;ARGNO1;ARGNOS	FALSE
šiwaλəti	šiwaλəsən	V;PST;ARGNO2;ARGNOS	FALSE
šiwaλ	šiwaλəsət	V;PST;ARGNO3;ARGNOP	FALSE
šiwaλəti	šiwaλəsəw	V;PST;ARGNO1;ARGNOP	FALSE
šiwaλ	šiwaλəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
šiwaλəti	šiwaλəsijət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
šiwaλ	šiwaλəsijŋən	V;PST;PASS;ARGNO3;ARGNOD	FALSE
šiwaλəti	šiwaλəsmən	V;PST;ARGNO1;ARGNOD	FALSE
šiwaλəti	šiwaλəsŋən	V;PST;ARGNO3;ARGNOD	FALSE
šiwaλəti	šiwaλəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
šiwaλəti	šiwaλəsλɛ	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
šiwaλəti	šiwaλəλ	V;PRS;ARGNO3;ARGNOS	FALSE
šiwaλəti	šiwaλəλajəm	V;PRS;PASS;ARGNO1;ARGNOS	FALSE
šiwaλ	šiwaλəλi	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
šiwaλɛma	šiwaλɛmaλən	V;PRS;ARGNO2;ARGNOS	FALSE
šiwaλijəλ	šiwaλijəλsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
	šiweλ		FALSE
śiweλt	śiweλt	ADV	FALSE
šiw	šiwən	N;LOC;SG	FALSE
šiw	šiwəŋ	ADJ	FALSE
siwəs	siwəsən	N;LOC;SG	FALSE
siwəs	siwəsŋən	N;DU;NOM;SG	FALSE
šiw	šiwəλ	N;PSS3S;NOM;SG	FALSE
šiwəλ	šiwəλ	N;NOM;SG	FALSE
śiwi	śiwi	ADV	FALSE
šiwi	šiwi	ADP	FALSE
šiw	šiwλaλ	N;PL;PSS3P;NOM;SG	FALSE
śiχ	śiχ	ADV	FALSE
śiχr	śiχrəŋ	ADJ;ADJ	FALSE
sjuwaλ	sjuwaλəŋ	ADJ;ADJ	FALSE
škola	škola	N;NOM;SG	FALSE
škola	školaja	N;DAT;SG	FALSE
škola	školajew	N;PSS1P;NOM;SG	FALSE
škola	školajeλ	N;PSS3P;NOM;SG	FALSE
škola	školajən	N;LOC;SG	FALSE
škola	školajəλ	N;PSS3S;NOM;SG	FALSE
	śo		FALSE
sojəm	sojəm	N;NOM;SG	FALSE
	sojəp		FALSE
šojət	šojət	N;NOM;SG	FALSE
	sojpăλ		FALSE
šojt	šojt	N;NOM;SG	FALSE
šojt	šojta	N;DAT;SG	FALSE
	sojχəmtəλ		FALSE
śol	śol	N;NOM;SG	FALSE
	śoləm		FALSE
soləŋ	soləŋ	ADJ	FALSE
śol	śoləp	ADJ	FALSE
śol	śolət	N;PL;NOM	FALSE
som	som	N;NOM;SG	FALSE
śom	śom	N;NOM;SG	FALSE
śoma ow	śoma owa	N;DAT;SG	FALSE
sontəmti	sontəməs	V;PST;ARGNO3;ARGNOS	FALSE
sont	sontəməsəm	V;PST;ARGNO1;ARGNOS	FALSE
sont	sontəməsət	V;PST;ARGNO3;ARGNOP	FALSE
sont	sontəməsəw	V;PST;ARGNO1;ARGNOP	FALSE
sont	sontəməsmən	V;PST;ARGNO1;ARGNOD	FALSE
šop	šop	ADV	FALSE
šop	šop	PART	FALSE
sopasλə	sopasλəman	V.CVB	FALSE
sopasλəti	sopasλəsət	V;PST;ARGNO3;ARGNOP	FALSE
sopek	sopek	N;NOM;SG	FALSE
sopek	sopekn	N;LOC;SG	FALSE
sopek	sopekŋaλam	N;DU;PSS1S;NOM;SG	FALSE
sopek	sopekŋən	N;DU;NOM;SG	FALSE
sopek	sopekŋəλ	N;DU;NOM;SG	FALSE
sopek	sopekŋəλan	N;DU;PSS2S;NOM;SG	FALSE
sora	sora	ADV	FALSE
sora	sorašək	ADV;COMP	FALSE
sor	sorəm	V.PTCP;PST	FALSE
sorəm	sorəm	ADJ	FALSE
sorəm	sorəm	N;NOM;SG	FALSE
śorəs	śorəs	N;NOM;SG	FALSE
śorəs	śorəsa	N;DAT;SG	FALSE
śorəs	śorəsa	V;DAT;ARGNO3;ARGNOS	FALSE
śorəs	śorəsn	N;LOC;SG	FALSE
sorti	sorəλen	V;PRS;ARGNO2;ARGNOS;ARGACS	FALSE
sor	sorəλtəm	V.PTCP;PST	FALSE
	sorəλti		FALSE
sorəλ	sorəλti	V.PTCP;PRS	FALSE
sor	sormeλ	V.PTCP;PST;ARGNO3;ARGNOP	FALSE
sorńe	sorńeŋ	ADJ	FALSE
sorńɛ	sorńɛŋ	ADJ	FALSE
sorńi	sorńɛŋ	ADJ;ADJ	FALSE
sorńi	sorńi	N;NOM;SG	FALSE
sorńi	sorńijən	N;LOC;SG	FALSE
	sorok		FALSE
śors	śorsa	N;DAT;SG	FALSE
sorti	sorsət	V;PST;ARGNO3;ARGNOP	FALSE
śors	śorsəλ	N;PSS3S;NOM;SG	FALSE
śors	śorsəλa	N;PSS3S;DAT;SG	FALSE
śors	śorsijena	N;PSS2S;DAT;SG	FALSE
sort	sort	N;NOM;SG	FALSE
sort	sorten	N;PSS2S;NOM;SG	FALSE
sort	sortən	N;LOC;SG	FALSE
sort	sortət	N;PL;NOM	FALSE
sort	sortəλ	N;PSS3S;NOM;SG	FALSE
sos	sos	N;NOM;SG	FALSE
śos	śos	N;NOM;SG	FALSE
šoš	šoš	N;NOM;SG	FALSE
śos	śosa	N;DAT;SG	FALSE
sosedka	sosedkajɛm	N;PSS1S;NOM;SG	FALSE
šošəmə	šošəməti	V.PTCP;PRS	FALSE
šošəm	šošəmsəλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
šošəm	šošəmti	V.PTCP;PRS	FALSE
šošəm	šošəmλəmən	V;PRS;ARGNO1;ARGNOD	FALSE
śos	śosən	N;LOC;SG	FALSE
šoš	šošət	N;PL;NOM	FALSE
sot	sot	NUM	FALSE
	sotəm		FALSE
sot	sotəŋ	ADJ	FALSE
sotəp	sotəp	N;NOM;SG	FALSE
sot	sotkɛma	NUM;DAT	FALSE
sowet	sowetən	N;LOC;SG	FALSE
šowər	šowər	N;NOM;SG	FALSE
šowər	šowəren	N;PSS2S;NOM;SG	FALSE
šowər	šowərleŋki	N;NOM;SG	FALSE
šowər	šowərlɛ	N;NOM;SG	FALSE
šowər	šowərlɛn	N;PSS2S;NOM;SG	FALSE
šowər	šowərλaλ	N;PL;PSS3S;NOM	FALSE
šowr	šowren	N;PSS2S;NOM;SG	FALSE
šowr	šowrət	N;PL;NOM	FALSE
šowr	šowrəta	N;PL;DAT	FALSE
šowr	šowrəλ	N;PSS3S;NOM;SG	FALSE
šowr	šowrije	N;NOM;SG	FALSE
sowχos	sowχos	ADJ	FALSE
sowχos	sowχos	N;NOM;SG	FALSE
sowχos	sowχosa	N;DAT;SG	FALSE
sowχos	sowχosən	N;LOC;SG	FALSE
sowχos	sowχosət	N;PL;NOM	FALSE
sowχoz	sowχozew	N;PSS1P;NOM;SG	FALSE
soλamat	soλamat	N;NOM;SG	FALSE
soλtat	soλtatət	N;PL;NOM	FALSE
soλtat	soλtatλaλ	N;PL;PSS3S;NOM	FALSE
soχəλ	soχəλen	N;PSS2S;NOM;SG	FALSE
soχəλ	soχəλən	N;LOC;SG	FALSE
	śoχran		FALSE
šoχr	šoχrəməsət	V.PTCP;PST;PST;ARGNO3;ARGNOP	FALSE
soχλ	soχλəŋ	ADJ	FALSE
soχλ	soχλət	N;PL;NOM	FALSE
soχλ	soχλəλ	N;PSS3S;NOM;SG	FALSE
sɵjəm	sɵjəm	N;NOM;SG	FALSE
	sɵjpăti		FALSE
šɵjtti	šɵjtiλaλən	V;IMP;ARGNOP;ARGAC;ARGNO3;ARGNOS	FALSE
šɵk	šɵk	N;NOM;SG	FALSE
šɵk	šɵka	N;DAT;SG	FALSE
šɵkaśti	šɵkaśa	V;ARGNO3;ARGNOS	FALSE
šɵkat	šɵkatti	V.PTCP;PRS	FALSE
šɵk	šɵkəŋ	ADJ	FALSE
šɵk	šɵkəŋ	ADJ;ADJ	FALSE
šɵkatti	šɵkəλλa	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
šɵk	šɵkn	N;LOC;SG	FALSE
šɵməχ	šɵməχ	N;NOM;SG	FALSE
šɵməχ	šɵməχa	N;DAT;SG	FALSE
šɵmŋəλt	šɵmŋəλtsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
	šɵmpəλtsajət		FALSE
šɵmpəλt	šɵmpəλtti	V.PTCP;PRS	FALSE
šɵmpəλtti	šɵmpəλtλajən	V;PRS;PASS;ARGNO2;ARGNOS	FALSE
šɵmχ	šɵmχa	N;DAT;SG	FALSE
sɵn	sɵn	N;NOM;SG	FALSE
sɵn	sɵna	N;DAT;SG	FALSE
	sɵnən		FALSE
sɵn	sɵnət	N;PL;NOM	FALSE
sɵn	sɵnəλ	N;PSS3S;NOM;SG	FALSE
šɵnše	šɵnšeλ	N;PSS3S;NOM;SG	FALSE
šɵnš	šɵnšən	N;LOC;SG	FALSE
šɵnši	šɵnši	N;NOM;SG	FALSE
šɵnši	šɵnšijn	N;LOC;SG	FALSE
šɵnši	šɵnšin	N;LOC;SG	FALSE
šɵŋət	šɵŋət	N;NOM;SG	FALSE
šɵŋət	šɵŋəta	N;DAT;SG	FALSE
šɵŋχti	šɵŋsəλλe	V;PST;ARGNO3;ARGNOS	FALSE
šɵŋt	šɵŋtɛm	N;PSS1S;NOM;SG	FALSE
šɵŋχti	šɵŋχəsəλam	V;PST;ARGNO1;ARGNOS;ARGAC{D/P}	FALSE
śɵŋχiti	śɵŋχitsajət	V;PST;PASS;ARGNO3;ARGNOP	FALSE
šɵŋχsəti	šɵŋχsəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
šɵŋχsəti	šɵŋχsəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
šɵŋχsəti	šɵŋχsəλλe	V;PRS;ARGNO3;ARGNOS;ARGAC	FALSE
šɵp	šɵp	N;NOM;SG	FALSE
šɵp	šɵpa	ADP;DAT	FALSE
šɵp	šɵpa	N;DAT;SG	FALSE
šɵpa	šɵpa	ADP	FALSE
šɵpa	šɵpa	ADV	FALSE
šɵp	šɵpen	N;PSS2S;NOM;SG	FALSE
šɵp	šɵpeλ	N;PSS3S;NOM;SG	FALSE
šɵp	šɵpən	N;LOC;SG	FALSE
šɵp	šɵpəŋ	ADJ	FALSE
šɵp	šɵpət	N;PL;NOM	FALSE
šɵp	šɵpəλ	N;PSS3S;NOM;SG	FALSE
šɵp	šɵpɛm	N;PSS1S;NOM;SG	FALSE
šɵp	šɵpi	ADP;DAT	FALSE
šɵp	šɵpi	N;DAT;SG	FALSE
šɵpi	šɵpi	ADV	FALSE
šɵp	šɵpije	N;NOM;SG	FALSE
šɵp	šɵpn	N;LOC;SG	FALSE
šɵp	šɵpλən	N;PL;PSS{2/3}D;NOM;SG	FALSE
sɵr	sɵra	N;DAT;SG	FALSE
	sɵrə		FALSE
sɵrχanəλ	sɵrχanəλ	N;NOM;SG	FALSE
sɵrχantλ	sɵrχantλ	N;NOM;SG	FALSE
šɵš	šɵša	V;ARGNO3;ARGNOS	FALSE
šɵš	šɵša	V;IMP;ARGNOS;ARGNO3;ARGNOS	FALSE
šɵš	šɵšəm	V.PTCP;PST	FALSE
šɵš	šɵšəməs	V;PST;ARGNO3;ARGNOS	FALSE
šɵš	šɵšəmsa	V;PST;PASS;ARGNO3;ARGNOS	FALSE
šɵš	šɵšəmsəm	V;PST;ARGNO1;ARGNOS	FALSE
šɵš	šɵšəmsət	V;PST;ARGNO3;ARGNOP	FALSE
šɵš	šɵšəmsəw	V;PST;ARGNO1;ARGNOP	FALSE
šɵšəmti	šɵšəmλəmən	V;PRS;ARGNO1;ARGNOD	FALSE
šɵš	šɵšəs	V;PST;ARGNO3;ARGNOS	FALSE
šɵš	šɵšəλ	V;PRS;ARGNO3;ARGNOS	FALSE
šɵšɛmə	šɵšɛməs	V;PST;ARGNO3;ARGNOS	FALSE
	šɵšɛməsŋən		FALSE
šɵšijəλ	šɵšijəλ	V;ARGNO3;ARGNOS	FALSE
šɵš	šɵšijəλəsət	V;PST;ARGNO3;ARGNOP	FALSE
šɵš	šɵšijəλtaλ	V;PRS;INFER;ARGNO3;ARGNOS	FALSE
šɵš	šɵšijəλti	V.PTCP;PRS	FALSE
šɵš	šɵšijəλλ	V;PRS;ARGNO3;ARGNOS	FALSE
	šɵšijəλλəm		FALSE
šɵš	šɵšijəλλən	V;PRS;ARGNO2;ARGNOS	FALSE
šɵšijəλti	šɵšijəλλəw	V;PRS;ARGNO1;ARGNOP	FALSE
šɵš	šɵšijλ	V;PRS;ARGNO3;ARGNOS	FALSE
šɵš	šɵšijλλəmən	V;PRS;ARGNO1;ARGNOD	FALSE
šɵš	šɵšijλλən	V;PRS;ARGNO2;ARGNOS	FALSE
šɵšijəλ	šɵšijλλət	V;PRS;ARGNO3;ARGNOP	FALSE
	śɵśiλˊ		FALSE
šɵš	šɵšiλa	V;ARGNO3;ARGNOS	FALSE
šɵšiλə	šɵšiλəman	V.CVB	FALSE
	šɵšiλəs		FALSE
šɵš	šɵšiλəs	V;PST;ARGNO3;ARGNOS	FALSE
šɵš	šɵšiλəsəm	V;PST;ARGNO1;ARGNOS	FALSE
šɵš	šɵšman	V.CVB	FALSE
šɵš	šɵšməm	V.PTCP;PST	FALSE
šɵšəmti	šɵšməs	V;PST;ARGNO3;ARGNOS	FALSE
šɵšəmti	šɵšməs	V;PST;ARGNO3;ARGNOS	TRUE
šɵšəmti	šɵšməs	V;PST;ARGNO3;ARGNOS	TRUE
šɵšəmti	šɵšməs	V;PST;ARGNO3;ARGNOS	FALSE
šɵš	šɵšsaŋən	V;PST;ARGNO3;ARGNOD	FALSE
šɵš	šɵšsəm	V;PST;ARGNO1;ARGNOS	FALSE
šɵš	šɵšsəman	V;PST;ARGNO1;ARGNOD	FALSE
šɵš	šɵšsəmən	V;PST;ARGNO1;ARGNOD	FALSE
šɵš	šɵšsəŋən	V;PST;ARGNO3;ARGNOD	FALSE
šɵš	šɵšsət	V;PST;ARGNO3;ARGNOP	FALSE
šɵš	šɵštaλən	V;PRS;INFER;ARGNO3;ARGNOS;LOC	FALSE
šɵš	šɵšλ	V;PRS;ARGNO3;ARGNOS	FALSE
šɵš	šɵšλaŋən	V;PRS;ARGNO3;ARGNOD	FALSE
šɵš	šɵšλəm	V;PRS;ARGNO1;ARGNOS	FALSE
šɵt	šɵtəl	V;PRS;ARGNO3;ARGNOS	FALSE
šɵt	šɵtəλ	V;PRS;ARGNO3;ARGNOS	FALSE
šɵt	šɵtsəm	V;PST;ARGNO1;ARGNOS	FALSE
šɵtši	šɵtši	V;ARGNO3;ARGNOS	FALSE
šɵš	šɵtλ	V;PRS;ARGNO3;ARGNOS	FALSE
šɵt	šɵtλən	V;PRS;ARGNO2;ARGNOS	FALSE
šɵt	šɵtλəŋən		FALSE
	šɵtλət		FALSE
	sɵλijeλaλ		FALSE
	sɵλijeλən		FALSE
sɵλ	sɵλλam	N;PL;PSS1S;NOM	FALSE
sɵλ	sɵλλan	N;PL;PSS2S;NOM	FALSE
sɵλ	sɵλλaλ	N;PL;PSS3P;NOM	FALSE
sɵχ	sɵχ	N;NOM;SG	FALSE
sɵχ	sɵχen	N;PSS2S;NOM;SG	FALSE
sɵχ	sɵχew	N;PSS1P;NOM;SG	FALSE
sɵχəm	sɵχəm	N;NOM;SG	FALSE
	sɵχəmən		FALSE
sɵχət	sɵχətti	V.PTCP;PRS	FALSE
sɵχm	sɵχmɛm	N;PSS1S;NOM;SG	FALSE
sɵχt	sɵχtəm	V.PTCP;PST	FALSE
	sɵχtəs		FALSE
sɵχtəti	sɵχtəsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
	sɵχtəsλaλ		FALSE
sɵχt	sɵχtəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
	sɵχtəλ		FALSE
sɵχt	sɵχtəλi	V;PRS;PASS;ARGNO3;ARGNOS	FALSE
	sɵχtəλλəw		FALSE
šɵχ	šɵχti	V.PTCP;PRS	FALSE
	sɵχtijəλti		FALSE
sɵχ	sɵχλ	N;PSS3S;NOM;SG	FALSE
spinning	spinning	N;NOM;SG	FALSE
sport	sport	N;NOM;SG	FALSE
sportzal	sportzal	N;NOM;SG	FALSE
	št		FALSE
starosta	starostaja	N;DAT;SG	FALSE
statja	statjaλaλ	N;PL;PSS3S;NOM	FALSE
	što		FALSE
štob	štob	CONJ	FALSE
stroitelˊnij	stroitelˊnij	ADJ	FALSE
stsenka	stsenkajət	N;PL;NOM	FALSE
šumaja	šumaja	ADV	FALSE
šuma	šumajɛm	ADP;ARGNO1;ARGNOS	FALSE
šuma	šumajɛma	ADP;PSS1S;DAT	FALSE
šumər	šumərməsi	V;PST;PASS;ARGNO3;ARGNOS	FALSE
śumpəλ	śumpəλən	N;LOC;SG	FALSE
sup	sup	N;NOM;SG	FALSE
šupa	šupaja	N;DAT;SG	FALSE
śuras	śuras	N;NOM;SG	FALSE
śuras	śurasən	N;LOC;SG	FALSE
śurəm	śurəmsət	V;PST;ARGNO3;ARGNOP	FALSE
śurəmtti	śurəmtəs	V;PST;ARGNO3;ARGNOS	FALSE
sur	surən	N;LOC;SG	FALSE
sur	surəŋ	ADJ	FALSE
śurəs	śurəs	N;NOM;SG	FALSE
śurəs	śurəs	NUM	FALSE
śurəs	śurəsəŋ	ADJ	FALSE
śurəλt	śurəλtəs	V;PST;ARGNO3;ARGNOS	FALSE
surgut	surgut	N;NOM;SG	FALSE
surgutskij	surgutskij	ADJ	FALSE
suri	surijəλ	V;PRS;ARGNO3;ARGNOS	FALSE
suriti	suriλ	V;ARGNO3;ARGNOS	FALSE
surm	surma	N;DAT;SG	FALSE
surm	surmem	N;PSS1S;NOM;SG	FALSE
	surməλ		FALSE
sur	surn	N;LOC;SG	FALSE
surńumt	surńumtəjiλt	V;ARGNO3;ARGNOP	FALSE
śurs	śursəŋ	ADJ;ADJ	FALSE
surt	surt	N;NOM;SG	FALSE
	surta		FALSE
	surteλ		FALSE
	surtije		FALSE
surχ	surχ	N;NOM;SG	FALSE
susəm	susəm	ADJ	FALSE
	šuwaλəs		FALSE
	šuwaλəsəŋən		FALSE
suλ	suλ	N;NOM;SG	FALSE
suλi	suλi	N;NOM;SG	FALSE
suχ	suχ	N;NOM;SG	FALSE
suχ	suχa	N;DAT;SG	FALSE
śuχal	śuχal	N;NOM;SG	FALSE
śuχal	śuχaleλ	N;PSS3P;NOM;SG	FALSE
śuχalɛ	śuχalɛŋ	ADJ	FALSE
suχəm	suχəm		FALSE
suχəm	suχəm	N;NOM;SG	FALSE
suχəm	suχəmən	N;LOC;SG	FALSE
suχ	suχən	N;LOC;SG	FALSE
suχən	suχənti	V.PTCP;PRS	FALSE
suχ	suχəp	ADJ	FALSE
suχəptə	suχəptəmeλ	V.PTCP;PST;ARGNO3;ARGNOP	FALSE
suχəptə	suχəptəti	V.PTCP;PRS	FALSE
suχəptə	suχəptəλijət	V;PRS;PASS;ARGNO3;ARGNOP	FALSE
suχət	suχət		FALSE
suχ	suχəλ	PRS	FALSE
suχ	suχəλən	N;PSS3S;LOC;SG	FALSE
	suχijenən		FALSE
suχ	suχijeλ	N;PSS3S;NOM;SG	FALSE
suχ	suχijeλaλ	N;PL;PSS3S;NOM	FALSE
śuχləŋ	śuχləŋ	N;NOM;SG	FALSE
suχn	suχnəs	V;PST;ARGNO3;ARGNOS	FALSE
suχ	suχλ	N;PSS3S;NOM;SG	FALSE
suχ	suχλa	N;PSS3S;DAT;SG	FALSE
suχ	suχλam	N;PL;PSS1S;NOM	FALSE
suχ	suχλan	N;PL;PSS2S;NOM	FALSE
suχ	suχλaλ	N;PL;PSS3P;NOM	FALSE
suχ	suχλaλ	N;PL;PSS3S;NOM	FALSE
suχ	suχλew	N;PL;PSS1P;NOM	FALSE
śuχλəŋ	śuχλəŋ	N;NOM;SG	FALSE
šʉk	šʉk	N;NOM;SG	FALSE
šʉk	šʉka	N;DAT;SG	FALSE
šʉkat	šʉkatməs	N;PST;NOM;SG	FALSE
šʉkatti	šʉkatsəλλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
šʉk	šʉkət	N;PL;NOM	FALSE
šʉk	šʉkəλ	N;PSS3S;NOM;SG	FALSE
šʉk	šʉkλən	N;PL;PSS{2/3}D;NOM	FALSE
šʉma	šʉma	ADV	FALSE
šʉma pɵrənt	šʉma pɵrənti	V;ARGNO3;ARGNOS	FALSE
šʉm	šʉməŋ	ADJ	FALSE
sʉmət	sʉmət	N;NOM;SG	FALSE
sʉmət woš	sʉmət woš	N;NOM;SG	FALSE
sʉmpa	sʉmpa	ADV	FALSE
sʉmət	sʉmtət	N;PL;NOM	FALSE
śʉń	śʉń	N;NOM;SG	FALSE
śʉń	śʉńən	N;LOC;SG	FALSE
χɵλaŋ	śʉńən-χɵλaŋən	N;LOC;N;LOC;SG	FALSE
śʉń	śʉńənən	N;PSS{2/3}D;LOC;SG	FALSE
śʉńəŋ χɵλəŋən	śʉńəŋ χɵλəŋən	N;NOM;SG	FALSE
śʉń	śʉńəŋa	ADJ	FALSE
śʉń	śʉńəλ	N;PSS3S;NOM;SG	FALSE
χɵλ	śʉńəλ-χɵλəλən	N;PSS3S;N;PSS3S;LOC;SG	FALSE
šʉnš	šʉnš	N;NOM;SG	FALSE
śʉńti	śʉńsət	V;PST;ARGNO3;ARGNOP	FALSE
sʉntəmə	sʉntəməs	V;PST;ARGNO3;ARGNOS	FALSE
sʉntəmə	sʉntəməseλ	V;PST;ARGNO3;ARGNOP	FALSE
sʉntəmə	sʉntəməsət	V;PST;ARGNO3;ARGNOP	FALSE
sʉntəmə	sʉntəməsmən	V;PST;ARGNO1;ARGNOD	FALSE
sʉntəmə	sʉntəməsŋən	V;PST;ARGNO3;ARGNOD	FALSE
sʉŋ	sʉŋ	N;NOM;SG	FALSE
sʉŋ nʉrəm	sʉŋ nʉrəm	N;NOM;SG	FALSE
sʉŋ nʉrəm	sʉŋ nʉrəma	N;DAT;SG	FALSE
sʉŋ wʉs	sʉŋ wʉs	N;NOM;SG	FALSE
sʉŋ wʉs	sʉŋ wʉsa	N;DAT;SG	FALSE
sʉŋ	sʉŋa	N;DAT;SG	FALSE
sʉŋ	sʉŋən	N;LOC;SG	FALSE
sʉŋ	sʉŋəλ	N;PSS3S;NOM;SG	FALSE
sʉŋəλ	sʉŋəλ		FALSE
śʉŋkari	śʉŋkarijən	N;LOC;SG	FALSE
śʉŋk	śʉŋkətən	N;PL;LOC	FALSE
sʉŋ	sʉŋλaλ	N;PL;PSS3S;NOM	FALSE
sʉŋ	sʉŋλaλən	N;PL;PSS3S;LOC	FALSE
sʉpas	sʉpasa	N;DAT;SG	FALSE
sʉra	sʉra	ADV	FALSE
sʉr	sʉrəŋ	ADJ	FALSE
śʉrəs	śʉrəs	N;NOM;SG	FALSE
śʉrəs	śʉrəs	NUM	FALSE
śʉrɛm	śʉrɛma	ADJ;DAT	FALSE
	sʉrijəλ		FALSE
sʉrəm	sʉrma	N;DAT;SG	FALSE
sʉrəm	sʉrmɛm	N;PSS1S;NOM;SG	FALSE
sʉrńi	sʉrńi	N;NOM;SG	FALSE
śʉrəs	sʉrsəŋ	ADJ	FALSE
sʉrt	sʉrtət	N;PL;NOM	FALSE
	sʉrtəλ		FALSE
sʉs	sʉs	N;NOM;SG	FALSE
śʉs	śʉs	N;NOM;SG	FALSE
sʉs kɵrt	sʉs kɵrta	N;DAT;SG	FALSE
sʉs kɵrt	sʉs kɵrtan	N;PSS3D;NOM;SG	FALSE
sʉs	sʉsa	N;DAT;SG	FALSE
sʉs	sʉsen	N;PSS2S;NOM;SG	FALSE
šʉšəm	šʉšəmman	V.CVB	FALSE
šʉšəm	šʉšəmsəŋən	V;PST;ARGNO3;ARGNOD	FALSE
šʉšəm	šʉšəmsəλλe	V;PST;ARGNO3;ARGNOS	FALSE
šʉšəm	šʉšəmti	V.PTCP;PRS	FALSE
sʉs	sʉsən	N;LOC;SG	FALSE
šʉšɛmə	šʉšɛməsλe	V;PST;ARGNO3;ARGNOS	FALSE
sʉs	sʉsn	N;LOC;SG	FALSE
sʉt	sʉt	N;NOM;SG	FALSE
sʉt	sʉt	NUM	FALSE
sʉt	sʉta	N;DAT;SG	FALSE
sʉt	sʉtən	N;LOC;SG	FALSE
sʉt	sʉtəŋ	ADJ	FALSE
sʉtəp	sʉtpəλ	N;PSS3S;NOM;SG	FALSE
sʉtəp	sʉtpəλa	N;PSS3S;DAT;SG	FALSE
sʉw	sʉw	N;NOM;SG	FALSE
šʉwaλə	šʉwaλəs	V;PST;ARGNO3;ARGNOS	FALSE
šʉwaλə	šʉwaλəsət	V;PST;ARGNO3;ARGNOP	FALSE
šʉwaλə	šʉwaλəsλe	V;PST;ARGNO3;ARGNOS;ARGAC	FALSE
šʉwaλə	šʉwaλəti	V.PTCP;PRS	FALSE
šʉwər ńʉχi	šʉwər ńʉχi	N;NOM;SG	FALSE
šʉwər	šʉwərle	N;NOM;SG	FALSE
šʉλˊpaŋ	šʉλˊpaŋ	ADJ	FALSE
sʉλt	sʉλt	N;NOM;SG	FALSE
